gt,time_elapsed,current_time,current_task,trakstar0,trakstar1,trakstar2,trakstar3,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg_timer_stamp
0,0.074891567,20250509171506383,None,"translation: 
  x: -0.2096244140625
  y: -0.009376171875
  z: 0.0698748046875
rotation: 
  x: 0.04871046982498254
  y: 0.25453967314558534
  z: 0.9190286136402718
  w: 0.29702399269218666","translation: 
  x: -0.1931044921875
  y: -0.0265658203125
  z: 0.07422802734375
rotation: 
  x: 0.46952997278096054
  y: 0.8470096076844263
  z: 0.10694442437756668
  w: 0.22512045496830246","translation: 
  x: -0.18897451171875
  y: -0.060721875
  z: 0.07690693359375
rotation: 
  x: 0.5894121345160039
  y: 0.2854278315034004
  z: 0.36905403534421705
  w: 0.6594872308731262","translation: 
  x: -0.2332880859375
  y: -0.10235654296875
  z: 0.06887021484375
rotation: 
  x: 0.41127774894146996
  y: -0.07568780182360088
  z: 0.3412054937047814
  w: 0.8418436796379866",0,-3,-5,11,0,-6,-1,5,1746825306382972478
0,0.074976921,20250509171506383,None,"translation: 
  x: -0.2096244140625
  y: -0.009376171875
  z: 0.0698748046875
rotation: 
  x: 0.04871046982498254
  y: 0.25453967314558534
  z: 0.9190286136402718
  w: 0.29702399269218666","translation: 
  x: -0.1931044921875
  y: -0.0265658203125
  z: 0.07422802734375
rotation: 
  x: 0.46952997278096054
  y: 0.8470096076844263
  z: 0.10694442437756668
  w: 0.22512045496830246","translation: 
  x: -0.18897451171875
  y: -0.060721875
  z: 0.07690693359375
rotation: 
  x: 0.5894121345160039
  y: 0.2854278315034004
  z: 0.36905403534421705
  w: 0.6594872308731262","translation: 
  x: -0.2332880859375
  y: -0.10235654296875
  z: 0.06887021484375
rotation: 
  x: 0.41127774894146996
  y: -0.07568780182360088
  z: 0.3412054937047814
  w: 0.8418436796379866",-3,1,-3,-8,6,-2,-1,7,1746825306383150339
0,0.08237195,20250509171506391,None,"translation: 
  x: -0.20917792968749999
  y: -0.00948779296875
  z: 0.070098046875
rotation: 
  x: 0.04883349335913049
  y: 0.2533237468004894
  z: 0.9188021775520403
  w: 0.29873889562448075","translation: 
  x: -0.1926580078125
  y: -0.02667744140625
  z: 0.07445126953125
rotation: 
  x: 0.4722212708278831
  y: 0.8454323424206541
  z: 0.10731191754335813
  w: 0.22524515115756058","translation: 
  x: -0.188862890625
  y: -0.060721875
  z: 0.0770185546875
rotation: 
  x: 0.5896652057113139
  y: 0.285065891373896
  z: 0.36869335843647366
  w: 0.6596192766994262","translation: 
  x: -0.23317646484375
  y: -0.10235654296875
  z: 0.06887021484375
rotation: 
  x: 0.41087749836983023
  y: -0.07604773662638271
  z: 0.3411772453783944
  w: 0.8420181175742986",1,5,2,1,-3,3,-8,-5,1746825306390603303
0,0.082482815,20250509171506391,None,"translation: 
  x: -0.20917792968749999
  y: -0.00948779296875
  z: 0.070098046875
rotation: 
  x: 0.04883349335913049
  y: 0.2533237468004894
  z: 0.9188021775520403
  w: 0.29873889562448075","translation: 
  x: -0.1926580078125
  y: -0.02667744140625
  z: 0.07445126953125
rotation: 
  x: 0.4722212708278831
  y: 0.8454323424206541
  z: 0.10731191754335813
  w: 0.22524515115756058","translation: 
  x: -0.188862890625
  y: -0.060721875
  z: 0.0770185546875
rotation: 
  x: 0.5896652057113139
  y: 0.285065891373896
  z: 0.36869335843647366
  w: 0.6596192766994262","translation: 
  x: -0.23317646484375
  y: -0.10235654296875
  z: 0.06887021484375
rotation: 
  x: 0.41087749836983023
  y: -0.07604773662638271
  z: 0.3411772453783944
  w: 0.8420181175742986",-1,1,2,-13,-4,1,2,-8,1746825306390748500
0,0.097504854,20250509171506406,None,"translation: 
  x: -0.20884306640625
  y: -0.00948779296875
  z: 0.07020966796875
rotation: 
  x: 0.04907940621826426
  y: 0.25272231560151004
  z: 0.9187127656528322
  w: 0.29948204839154796","translation: 
  x: -0.192434765625
  y: -0.0267890625
  z: 0.074562890625
rotation: 
  x: 0.4730998346021505
  y: 0.8449868271694149
  z: 0.10743944630964963
  w: 0.2250123858507776","translation: 
  x: -0.188862890625
  y: -0.060721875
  z: 0.0770185546875
rotation: 
  x: 0.5899189968960341
  y: 0.2849484558682417
  z: 0.3685772871749021
  w: 0.6595079514139852","translation: 
  x: -0.23306484375
  y: -0.10235654296875
  z: 0.06887021484375
rotation: 
  x: 0.4101649748791619
  y: -0.0766617869714624
  z: 0.34119378118668375
  w: 0.8423030734125645",2,1,0,0,1,3,-3,-5,1746825306405564308
0,0.097613096,20250509171506406,None,"translation: 
  x: -0.20884306640625
  y: -0.00948779296875
  z: 0.07020966796875
rotation: 
  x: 0.04907940621826426
  y: 0.25272231560151004
  z: 0.9187127656528322
  w: 0.29948204839154796","translation: 
  x: -0.192434765625
  y: -0.0267890625
  z: 0.074562890625
rotation: 
  x: 0.4730998346021505
  y: 0.8449868271694149
  z: 0.10743944630964963
  w: 0.2250123858507776","translation: 
  x: -0.188862890625
  y: -0.060721875
  z: 0.0770185546875
rotation: 
  x: 0.5899189968960341
  y: 0.2849484558682417
  z: 0.3685772871749021
  w: 0.6595079514139852","translation: 
  x: -0.23306484375
  y: -0.10235654296875
  z: 0.06887021484375
rotation: 
  x: 0.4101649748791619
  y: -0.0766617869714624
  z: 0.34119378118668375
  w: 0.8423030734125645",-2,-8,-5,-3,-4,2,-6,5,1746825306405712604
0,0.104418278,20250509171506413,None,"translation: 
  x: -0.20873144531249999
  y: -0.00948779296875
  z: 0.07020966796875
rotation: 
  x: 0.04932258400741569
  y: 0.2525951146320372
  z: 0.9188162555440853
  w: 0.29923181535192034","translation: 
  x: -0.19232314453125
  y: -0.0267890625
  z: 0.074562890625
rotation: 
  x: 0.4732075850298705
  y: 0.8449612218760922
  z: 0.10743619061565687
  w: 0.22488348081140902","translation: 
  x: -0.18875126953125
  y: -0.06083349609375
  z: 0.0770185546875
rotation: 
  x: 0.589978062405818
  y: 0.2850400942928998
  z: 0.3685379206296636
  w: 0.6594375115075994","translation: 
  x: -0.23295322265625
  y: -0.10235654296875
  z: 0.0689818359375
rotation: 
  x: 0.4093253053098173
  y: -0.0772749532541349
  z: 0.34108407486896203
  w: 0.8426998456766088",6,3,-1,-1,-14,-1,1,1,1746825306412902593
0,0.10504961,20250509171506413,None,"translation: 
  x: -0.20873144531249999
  y: -0.00948779296875
  z: 0.07020966796875
rotation: 
  x: 0.04932258400741569
  y: 0.2525951146320372
  z: 0.9188162555440853
  w: 0.29923181535192034","translation: 
  x: -0.19232314453125
  y: -0.0267890625
  z: 0.074562890625
rotation: 
  x: 0.4732075850298705
  y: 0.8449612218760922
  z: 0.10743619061565687
  w: 0.22488348081140902","translation: 
  x: -0.18875126953125
  y: -0.06083349609375
  z: 0.0770185546875
rotation: 
  x: 0.589978062405818
  y: 0.2850400942928998
  z: 0.3685379206296636
  w: 0.6594375115075994","translation: 
  x: -0.23295322265625
  y: -0.10235654296875
  z: 0.0689818359375
rotation: 
  x: 0.4093253053098173
  y: -0.0772749532541349
  z: 0.34108407486896203
  w: 0.8426998456766088",-7,-5,3,8,-4,-4,-5,-6,1746825306413178920
0,0.112714291,20250509171506421,None,"translation: 
  x: -0.20873144531249999
  y: -0.00948779296875
  z: 0.07020966796875
rotation: 
  x: 0.04932258400741569
  y: 0.2525951146320372
  z: 0.9188162555440853
  w: 0.29923181535192034","translation: 
  x: -0.19232314453125
  y: -0.0267890625
  z: 0.074562890625
rotation: 
  x: 0.4732075850298705
  y: 0.8449612218760922
  z: 0.10743619061565687
  w: 0.22488348081140902","translation: 
  x: -0.18875126953125
  y: -0.06083349609375
  z: 0.0770185546875
rotation: 
  x: 0.589978062405818
  y: 0.2850400942928998
  z: 0.3685379206296636
  w: 0.6594375115075994","translation: 
  x: -0.23295322265625
  y: -0.10235654296875
  z: 0.0689818359375
rotation: 
  x: 0.4093253053098173
  y: -0.0772749532541349
  z: 0.34108407486896203
  w: 0.8426998456766088",0,-1,7,-10,-16,-7,-8,3,1746825306420606374
0,0.112879515,20250509171506421,None,"translation: 
  x: -0.20873144531249999
  y: -0.00948779296875
  z: 0.07020966796875
rotation: 
  x: 0.04932258400741569
  y: 0.2525951146320372
  z: 0.9188162555440853
  w: 0.29923181535192034","translation: 
  x: -0.19232314453125
  y: -0.0267890625
  z: 0.074562890625
rotation: 
  x: 0.4732075850298705
  y: 0.8449612218760922
  z: 0.10743619061565687
  w: 0.22488348081140902","translation: 
  x: -0.18875126953125
  y: -0.06083349609375
  z: 0.0770185546875
rotation: 
  x: 0.589978062405818
  y: 0.2850400942928998
  z: 0.3685379206296636
  w: 0.6594375115075994","translation: 
  x: -0.23295322265625
  y: -0.10235654296875
  z: 0.0689818359375
rotation: 
  x: 0.4093253053098173
  y: -0.0772749532541349
  z: 0.34108407486896203
  w: 0.8426998456766088",2,9,0,-3,-3,3,0,-1,1746825306420795917
0,0.127635956,20250509171506436,None,"translation: 
  x: -0.20873144531249999
  y: -0.00948779296875
  z: 0.0703212890625
rotation: 
  x: 0.04932425251028246
  y: 0.25260365951429314
  z: 0.9189694273388518
  w: 0.2987535789422307","translation: 
  x: -0.19232314453125
  y: -0.0267890625
  z: 0.07467451171875
rotation: 
  x: 0.4731852843183572
  y: 0.8450434824694708
  z: 0.10767528915603486
  w: 0.2245066403151339","translation: 
  x: -0.18875126953125
  y: -0.06083349609375
  z: 0.07713017578125
rotation: 
  x: 0.5900255566323743
  y: 0.28506304050001946
  z: 0.3685675885522736
  w: 0.6593685146640709","translation: 
  x: -0.2328416015625
  y: -0.1024681640625
  z: 0.0689818359375
rotation: 
  x: 0.40873051560233925
  y: -0.07788831211299058
  z: 0.34097500898367195
  w: 0.842976167931348",2,1,0,-1,7,0,-9,-1,1746825306435629129
0,0.127985239,20250509171506436,None,"translation: 
  x: -0.20873144531249999
  y: -0.00948779296875
  z: 0.0703212890625
rotation: 
  x: 0.04932425251028246
  y: 0.25260365951429314
  z: 0.9189694273388518
  w: 0.2987535789422307","translation: 
  x: -0.19232314453125
  y: -0.0267890625
  z: 0.07467451171875
rotation: 
  x: 0.4731852843183572
  y: 0.8450434824694708
  z: 0.10767528915603486
  w: 0.2245066403151339","translation: 
  x: -0.18875126953125
  y: -0.06083349609375
  z: 0.07713017578125
rotation: 
  x: 0.5900255566323743
  y: 0.28506304050001946
  z: 0.3685675885522736
  w: 0.6593685146640709","translation: 
  x: -0.2328416015625
  y: -0.1024681640625
  z: 0.0689818359375
rotation: 
  x: 0.40873051560233925
  y: -0.07788831211299058
  z: 0.34097500898367195
  w: 0.842976167931348",-5,1,3,-3,2,-3,6,-5,1746825306435815572
0,0.135164261,20250509171506443,None,"translation: 
  x: -0.20873144531249999
  y: -0.0095994140625
  z: 0.0703212890625
rotation: 
  x: 0.049324387056555966
  y: 0.2527264386313635
  z: 0.919094024162756
  w: 0.29826603361179765","translation: 
  x: -0.1922115234375
  y: -0.0267890625
  z: 0.07467451171875
rotation: 
  x: 0.47308430676713764
  y: 0.8450811797270004
  z: 0.10780217880655034
  w: 0.22451665552122999","translation: 
  x: -0.1886396484375
  y: -0.06083349609375
  z: 0.07713017578125
rotation: 
  x: 0.5900730535349029
  y: 0.2850859879999997
  z: 0.36859725814646627
  w: 0.659299501156316","translation: 
  x: -0.23272998046875
  y: -0.1024681640625
  z: 0.0689818359375
rotation: 
  x: 0.40808025809434595
  y: -0.07836898764480112
  z: 0.3409417172771488
  w: 0.8432600726639972",1,-11,-2,1,8,-2,-1,-3,1746825306443100929
0,0.135426283,20250509171506444,None,"translation: 
  x: -0.20873144531249999
  y: -0.0095994140625
  z: 0.0703212890625
rotation: 
  x: 0.049324387056555966
  y: 0.2527264386313635
  z: 0.919094024162756
  w: 0.29826603361179765","translation: 
  x: -0.1922115234375
  y: -0.0267890625
  z: 0.07467451171875
rotation: 
  x: 0.47308430676713764
  y: 0.8450811797270004
  z: 0.10780217880655034
  w: 0.22451665552122999","translation: 
  x: -0.1886396484375
  y: -0.06083349609375
  z: 0.07713017578125
rotation: 
  x: 0.5900730535349029
  y: 0.2850859879999997
  z: 0.36859725814646627
  w: 0.659299501156316","translation: 
  x: -0.23272998046875
  y: -0.1024681640625
  z: 0.0689818359375
rotation: 
  x: 0.40808025809434595
  y: -0.07836898764480112
  z: 0.3409417172771488
  w: 0.8432600726639972",10,-2,4,3,4,2,1,-4,1746825306443524360
0,0.142585754,20250509171506451,None,"translation: 
  x: -0.20873144531249999
  y: -0.0095994140625
  z: 0.0703212890625
rotation: 
  x: 0.04920076790378232
  y: 0.2528406707909012
  z: 0.9193096335371732
  w: 0.2975242466042618","translation: 
  x: -0.1922115234375
  y: -0.0267890625
  z: 0.07467451171875
rotation: 
  x: 0.4729345077057954
  y: 0.8451537420875637
  z: 0.10791794135568486
  w: 0.22450350017319506","translation: 
  x: -0.1886396484375
  y: -0.06083349609375
  z: 0.07713017578125
rotation: 
  x: 0.5900991064095968
  y: 0.28491752469176646
  z: 0.36865935071513906
  w: 0.6593142891432007","translation: 
  x: -0.232618359375
  y: -0.1024681640625
  z: 0.0689818359375
rotation: 
  x: 0.40734889078636977
  y: -0.07873540142559439
  z: 0.3408205283414877
  w: 0.8436284639570276",8,0,5,-1,-5,4,1,-3,1746825306450636625
0,0.142900229,20250509171506451,None,"translation: 
  x: -0.20873144531249999
  y: -0.0095994140625
  z: 0.0703212890625
rotation: 
  x: 0.04920076790378232
  y: 0.2528406707909012
  z: 0.9193096335371732
  w: 0.2975242466042618","translation: 
  x: -0.1922115234375
  y: -0.0267890625
  z: 0.07467451171875
rotation: 
  x: 0.4729345077057954
  y: 0.8451537420875637
  z: 0.10791794135568486
  w: 0.22450350017319506","translation: 
  x: -0.1886396484375
  y: -0.06083349609375
  z: 0.07713017578125
rotation: 
  x: 0.5900991064095968
  y: 0.28491752469176646
  z: 0.36865935071513906
  w: 0.6593142891432007","translation: 
  x: -0.232618359375
  y: -0.1024681640625
  z: 0.0689818359375
rotation: 
  x: 0.40734889078636977
  y: -0.07873540142559439
  z: 0.3408205283414877
  w: 0.8436284639570276",-5,-5,-3,0,-6,2,1,0,1746825306450872898
0,0.157499552,20250509171506466,None,"translation: 
  x: -0.20873144531249999
  y: -0.0095994140625
  z: 0.07043291015625
rotation: 
  x: 0.04895559752289123
  y: 0.25307968495000877
  z: 0.9195350636967999
  w: 0.2966635959616601","translation: 
  x: -0.1922115234375
  y: -0.0267890625
  z: 0.07467451171875
rotation: 
  x: 0.4728397254550815
  y: 0.845202535328048
  z: 0.10792417177957453
  w: 0.22451646142832302","translation: 
  x: -0.18852802734375
  y: -0.06083349609375
  z: 0.07713017578125
rotation: 
  x: 0.5900400538225816
  y: 0.28482587328120895
  z: 0.36869873009397824
  w: 0.6593847156415816","translation: 
  x: -0.232618359375
  y: -0.1024681640625
  z: 0.06909345703125
rotation: 
  x: 0.4065152911106248
  y: -0.07910567827017564
  z: 0.34071596921614233
  w: 0.8440380548765346",-3,2,-1,-6,-6,3,0,-5,1746825306465666055
0,0.157762051,20250509171506466,None,"translation: 
  x: -0.20873144531249999
  y: -0.0095994140625
  z: 0.07043291015625
rotation: 
  x: 0.04895559752289123
  y: 0.25307968495000877
  z: 0.9195350636967999
  w: 0.2966635959616601","translation: 
  x: -0.1922115234375
  y: -0.0267890625
  z: 0.07467451171875
rotation: 
  x: 0.4728397254550815
  y: 0.845202535328048
  z: 0.10792417177957453
  w: 0.22451646142832302","translation: 
  x: -0.18852802734375
  y: -0.06083349609375
  z: 0.07713017578125
rotation: 
  x: 0.5900400538225816
  y: 0.28482587328120895
  z: 0.36869873009397824
  w: 0.6593847156415816","translation: 
  x: -0.232618359375
  y: -0.1024681640625
  z: 0.06909345703125
rotation: 
  x: 0.4065152911106248
  y: -0.07910567827017564
  z: 0.34071596921614233
  w: 0.8440380548765346",3,1,-5,-1,1,-3,-1,3,1746825306465849637
0,0.164993048,20250509171506473,None,"translation: 
  x: -0.20873144531249999
  y: -0.0095994140625
  z: 0.07043291015625
rotation: 
  x: 0.04895559752289123
  y: 0.25307968495000877
  z: 0.9195350636967999
  w: 0.2966635959616601","translation: 
  x: -0.1922115234375
  y: -0.0267890625
  z: 0.07467451171875
rotation: 
  x: 0.4728397254550815
  y: 0.845202535328048
  z: 0.10792417177957453
  w: 0.22451646142832302","translation: 
  x: -0.18852802734375
  y: -0.06083349609375
  z: 0.07713017578125
rotation: 
  x: 0.5900400538225816
  y: 0.28482587328120895
  z: 0.36869873009397824
  w: 0.6593847156415816","translation: 
  x: -0.232618359375
  y: -0.1024681640625
  z: 0.06909345703125
rotation: 
  x: 0.4065152911106248
  y: -0.07910567827017564
  z: 0.34071596921614233
  w: 0.8440380548765346",-3,-5,-7,-7,-2,-3,0,5,1746825306473061084
0,0.165184736,20250509171506473,None,"translation: 
  x: -0.20873144531249999
  y: -0.0095994140625
  z: 0.07043291015625
rotation: 
  x: 0.04895559752289123
  y: 0.25307968495000877
  z: 0.9195350636967999
  w: 0.2966635959616601","translation: 
  x: -0.1922115234375
  y: -0.0267890625
  z: 0.07467451171875
rotation: 
  x: 0.4728397254550815
  y: 0.845202535328048
  z: 0.10792417177957453
  w: 0.22451646142832302","translation: 
  x: -0.18852802734375
  y: -0.06083349609375
  z: 0.07713017578125
rotation: 
  x: 0.5900400538225816
  y: 0.28482587328120895
  z: 0.36869873009397824
  w: 0.6593847156415816","translation: 
  x: -0.232618359375
  y: -0.1024681640625
  z: 0.06909345703125
rotation: 
  x: 0.4065152911106248
  y: -0.07910567827017564
  z: 0.34071596921614233
  w: 0.8440380548765346",-9,-5,2,-1,4,2,-3,-7,1746825306473247766
0,0.172652006,20250509171506481,None,"translation: 
  x: -0.20873144531249999
  y: -0.00971103515625
  z: 0.07043291015625
rotation: 
  x: 0.048591141917098284
  y: 0.2538215679538878
  z: 0.9199353124254661
  w: 0.2948432355019909","translation: 
  x: -0.1922115234375
  y: -0.0267890625
  z: 0.07467451171875
rotation: 
  x: 0.47257173193824636
  y: 0.8454040929145842
  z: 0.10779665184744808
  w: 0.22438306466093952","translation: 
  x: -0.18852802734375
  y: -0.06083349609375
  z: 0.077241796875
rotation: 
  x: 0.58991296518192
  y: 0.2848234577337375
  z: 0.3686956032387001
  w: 0.659501208177304","translation: 
  x: -0.232618359375
  y: -0.10235654296875
  z: 0.06909345703125
rotation: 
  x: 0.4053935777702961
  y: -0.07946739510041034
  z: 0.34057455043033
  w: 0.8446004711209513",8,-11,4,-7,-1,5,-7,-2,1746825306480594396
