gt,time_elapsed,current_time,current_task,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg_timer_stamp,trakstar0,trakstar1,trakstar2,trakstar3
0,0.074572802,20250509171550874,None,8,3,-1,0,-5,4,-1,-2,1746825350874051570,"translation: 
  x: -0.21777275390625
  y: -0.00100458984375
  z: 0.06518671875
rotation: 
  x: -0.0628772434833507
  y: 0.29143297125195755
  z: 0.8681943270099163
  w: 0.3966760467522455","translation: 
  x: -0.2056060546875
  y: -0.0185291015625
  z: 0.07512099609375
rotation: 
  x: 0.39274488058327106
  y: 0.8332246844826935
  z: 0.12965342343159272
  w: 0.36698511378094895","translation: 
  x: -0.196899609375
  y: -0.04989462890625
  z: 0.084385546875
rotation: 
  x: 0.42121370712154194
  y: 0.35211024096768895
  z: 0.498008901840223
  w: 0.6712559309432573","translation: 
  x: -0.2286
  y: -0.1024681640625
  z: 0.072776953125
rotation: 
  x: 0.3539083158989929
  y: -0.179945104392934
  z: 0.4105531791542992
  w: 0.8208621994152566"
0,0.081856013,20250509171550882,None,-4,-10,-1,3,11,-1,3,-5,1746825350881179332,"translation: 
  x: -0.217437890625
  y: -0.00100458984375
  z: 0.06518671875
rotation: 
  x: -0.06336266787434616
  y: 0.28922188862105214
  z: 0.8677877519284249
  w: 0.39909934736269287","translation: 
  x: -0.2053828125
  y: -0.01864072265625
  z: 0.07512099609375
rotation: 
  x: 0.39421352214032335
  y: 0.8317673355038783
  z: 0.13038712965186292
  w: 0.36845351806116317","translation: 
  x: -0.196899609375
  y: -0.05000625
  z: 0.08449716796875
rotation: 
  x: 0.42093799979582835
  y: 0.35049680899472835
  z: 0.4984599342129835
  w: 0.671938152806334","translation: 
  x: -0.2286
  y: -0.1024681640625
  z: 0.07266533203125
rotation: 
  x: 0.35317175480006396
  y: -0.18116380370663498
  z: 0.4104263531413118
  w: 0.8209747843174664"
0,0.082048178,20250509171550882,None,-5,-4,-4,-2,2,-1,1,2,1746825350881419181,"translation: 
  x: -0.217437890625
  y: -0.00100458984375
  z: 0.06518671875
rotation: 
  x: -0.06336266787434616
  y: 0.28922188862105214
  z: 0.8677877519284249
  w: 0.39909934736269287","translation: 
  x: -0.2053828125
  y: -0.01864072265625
  z: 0.07512099609375
rotation: 
  x: 0.39421352214032335
  y: 0.8317673355038783
  z: 0.13038712965186292
  w: 0.36845351806116317","translation: 
  x: -0.196899609375
  y: -0.05000625
  z: 0.08449716796875
rotation: 
  x: 0.42093799979582835
  y: 0.35049680899472835
  z: 0.4984599342129835
  w: 0.671938152806334","translation: 
  x: -0.2286
  y: -0.1024681640625
  z: 0.07266533203125
rotation: 
  x: 0.35317175480006396
  y: -0.18116380370663498
  z: 0.4104263531413118
  w: 0.8209747843174664"
0,0.089235068,20250509171550889,None,-8,10,-5,-3,-17,-3,-3,-5,1746825350888706445,"translation: 
  x: -0.21710302734375
  y: -0.00089296875
  z: 0.0654099609375
rotation: 
  x: -0.0632412143040625
  y: 0.28678303552170425
  z: 0.8673080818842857
  w: 0.4019113465038103","translation: 
  x: -0.20527119140625
  y: -0.01864072265625
  z: 0.07534423828125
rotation: 
  x: 0.39592430709588633
  y: 0.8301835609781151
  z: 0.13148642576079853
  w: 0.36979794208863387","translation: 
  x: -0.19678798828125
  y: -0.05000625
  z: 0.0846087890625
rotation: 
  x: 0.4209501429596179
  y: 0.3485535551478275
  z: 0.49896265495242415
  w: 0.6725679633307817","translation: 
  x: -0.2286
  y: -0.1024681640625
  z: 0.07266533203125
rotation: 
  x: 0.3525413923356554
  y: -0.18237425212931757
  z: 0.41028103173134967
  w: 0.8210503479396186"
0,0.089337826,20250509171550889,None,0,-3,-4,-3,-14,-5,-11,-9,1746825350888927936,"translation: 
  x: -0.21710302734375
  y: -0.00089296875
  z: 0.0654099609375
rotation: 
  x: -0.0632412143040625
  y: 0.28678303552170425
  z: 0.8673080818842857
  w: 0.4019113465038103","translation: 
  x: -0.20527119140625
  y: -0.01864072265625
  z: 0.07534423828125
rotation: 
  x: 0.39592430709588633
  y: 0.8301835609781151
  z: 0.13148642576079853
  w: 0.36979794208863387","translation: 
  x: -0.19678798828125
  y: -0.05000625
  z: 0.0846087890625
rotation: 
  x: 0.4209501429596179
  y: 0.3485535551478275
  z: 0.49896265495242415
  w: 0.6725679633307817","translation: 
  x: -0.2286
  y: -0.1024681640625
  z: 0.07266533203125
rotation: 
  x: 0.3525413923356554
  y: -0.18237425212931757
  z: 0.41028103173134967
  w: 0.8210503479396186"
0,0.105525256,20250509171550905,None,0,-4,7,4,3,6,5,1,1746825350903546094,"translation: 
  x: -0.2167681640625
  y: -0.00089296875
  z: 0.065633203125
rotation: 
  x: -0.06238726260339299
  y: 0.28373385184008876
  z: 0.8669509818917684
  w: 0.40496780832769974","translation: 
  x: -0.20504794921875
  y: -0.01864072265625
  z: 0.07556748046875
rotation: 
  x: 0.39823395992112454
  y: 0.8282094371872805
  z: 0.13319229009011246
  w: 0.3711315874188285","translation: 
  x: -0.19678798828125
  y: -0.05011787109375
  z: 0.08472041015625
rotation: 
  x: 0.4214412574872753
  y: 0.34623621269812077
  z: 0.49933219673318535
  w: 0.67318281975227","translation: 
  x: -0.2286
  y: -0.10257978515625
  z: 0.07266533203125
rotation: 
  x: 0.3520526593206557
  y: -0.18359472940993973
  z: 0.41015843804348234
  w: 0.821049301869185"
0,0.10576439,20250509171550905,None,-3,1,0,0,-4,-5,-6,2,1746825350903750658,"translation: 
  x: -0.2167681640625
  y: -0.00089296875
  z: 0.065633203125
rotation: 
  x: -0.06238726260339299
  y: 0.28373385184008876
  z: 0.8669509818917684
  w: 0.40496780832769974","translation: 
  x: -0.20504794921875
  y: -0.01864072265625
  z: 0.07556748046875
rotation: 
  x: 0.39823395992112454
  y: 0.8282094371872805
  z: 0.13319229009011246
  w: 0.3711315874188285","translation: 
  x: -0.19678798828125
  y: -0.05011787109375
  z: 0.08472041015625
rotation: 
  x: 0.4214412574872753
  y: 0.34623621269812077
  z: 0.49933219673318535
  w: 0.67318281975227","translation: 
  x: -0.2286
  y: -0.10257978515625
  z: 0.07266533203125
rotation: 
  x: 0.3520526593206557
  y: -0.18359472940993973
  z: 0.41015843804348234
  w: 0.821049301869185"
0,0.111499072,20250509171550911,None,2,-3,-5,-15,-9,0,1,4,1746825350910887956,"translation: 
  x: -0.2167681640625
  y: -0.00089296875
  z: 0.065633203125
rotation: 
  x: -0.06238726260339299
  y: 0.28373385184008876
  z: 0.8669509818917684
  w: 0.40496780832769974","translation: 
  x: -0.20504794921875
  y: -0.01864072265625
  z: 0.07556748046875
rotation: 
  x: 0.39823395992112454
  y: 0.8282094371872805
  z: 0.13319229009011246
  w: 0.3711315874188285","translation: 
  x: -0.19678798828125
  y: -0.05011787109375
  z: 0.08472041015625
rotation: 
  x: 0.4214412574872753
  y: 0.34623621269812077
  z: 0.49933219673318535
  w: 0.67318281975227","translation: 
  x: -0.2286
  y: -0.10257978515625
  z: 0.07266533203125
rotation: 
  x: 0.3520526593206557
  y: -0.18359472940993973
  z: 0.41015843804348234
  w: 0.821049301869185"
0,0.111676455,20250509171550911,None,3,1,-3,10,8,0,-4,-1,1746825350911163568,"translation: 
  x: -0.2167681640625
  y: -0.00089296875
  z: 0.065633203125
rotation: 
  x: -0.06238726260339299
  y: 0.28373385184008876
  z: 0.8669509818917684
  w: 0.40496780832769974","translation: 
  x: -0.20504794921875
  y: -0.01864072265625
  z: 0.07556748046875
rotation: 
  x: 0.39823395992112454
  y: 0.8282094371872805
  z: 0.13319229009011246
  w: 0.3711315874188285","translation: 
  x: -0.19678798828125
  y: -0.05011787109375
  z: 0.08472041015625
rotation: 
  x: 0.4214412574872753
  y: 0.34623621269812077
  z: 0.49933219673318535
  w: 0.67318281975227","translation: 
  x: -0.2286
  y: -0.10257978515625
  z: 0.07266533203125
rotation: 
  x: 0.3520526593206557
  y: -0.18359472940993973
  z: 0.41015843804348234
  w: 0.821049301869185"
0,0.119072915,20250509171550919,None,-12,-9,-10,-10,-14,2,-5,-1,1746825350918486595,"translation: 
  x: -0.21643330078125
  y: -0.00078134765625
  z: 0.06596806640625
rotation: 
  x: -0.06128597068215177
  y: 0.2803039615263356
  z: 0.8665494420356838
  w: 0.4083696652027843","translation: 
  x: -0.20482470703125
  y: -0.01875234375
  z: 0.07590234375
rotation: 
  x: 0.4007972617907006
  y: 0.8260110488199454
  z: 0.13538963244772673
  w: 0.37247409251398944","translation: 
  x: -0.1966763671875
  y: -0.0502294921875
  z: 0.08494365234375
rotation: 
  x: 0.42229289881894966
  y: 0.34354790901316107
  z: 0.4998170360696096
  w: 0.6736664399199086","translation: 
  x: -0.2286
  y: -0.10257978515625
  z: 0.07266533203125
rotation: 
  x: 0.3516782216084035
  y: -0.1846890486961175
  z: 0.41002677764062045
  w: 0.821030100152073"
0,0.119359255,20250509171550919,None,-2,6,-1,-4,-2,-2,0,-6,1746825350918668508,"translation: 
  x: -0.21643330078125
  y: -0.00078134765625
  z: 0.06596806640625
rotation: 
  x: -0.06128597068215177
  y: 0.2803039615263356
  z: 0.8665494420356838
  w: 0.4083696652027843","translation: 
  x: -0.20482470703125
  y: -0.01875234375
  z: 0.07590234375
rotation: 
  x: 0.4007972617907006
  y: 0.8260110488199454
  z: 0.13538963244772673
  w: 0.37247409251398944","translation: 
  x: -0.1966763671875
  y: -0.0502294921875
  z: 0.08494365234375
rotation: 
  x: 0.42229289881894966
  y: 0.34354790901316107
  z: 0.4998170360696096
  w: 0.6736664399199086","translation: 
  x: -0.2286
  y: -0.10257978515625
  z: 0.07266533203125
rotation: 
  x: 0.3516782216084035
  y: -0.1846890486961175
  z: 0.41002677764062045
  w: 0.821030100152073"
0,0.134057045,20250509171550934,None,-1,-6,5,-1,-10,-2,-2,-3,1746825350933602333,"translation: 
  x: -0.2160984375
  y: -0.0006697265625
  z: 0.06641455078125
rotation: 
  x: -0.06006867065650533
  y: 0.2770240116252248
  z: 0.866234183552653
  w: 0.411445975838258","translation: 
  x: -0.20460146484375
  y: -0.01886396484375
  z: 0.07623720703125
rotation: 
  x: 0.4032510579476112
  y: 0.8238383708841903
  z: 0.1375912631870899
  w: 0.3738282589874615","translation: 
  x: -0.1966763671875
  y: -0.05034111328125
  z: 0.085278515625
rotation: 
  x: 0.4231327223910089
  y: 0.34072805198883604
  z: 0.5004099910792688
  w: 0.6741312443863677","translation: 
  x: -0.2286
  y: -0.10257978515625
  z: 0.07266533203125
rotation: 
  x: 0.35133853438370766
  y: -0.18580168496594965
  z: 0.40993564922185216
  w: 0.8209699943469194"
0,0.134262324,20250509171550934,None,0,1,-2,-1,7,-3,3,3,1746825350933789968,"translation: 
  x: -0.2160984375
  y: -0.0006697265625
  z: 0.06641455078125
rotation: 
  x: -0.06006867065650533
  y: 0.2770240116252248
  z: 0.866234183552653
  w: 0.411445975838258","translation: 
  x: -0.20460146484375
  y: -0.01886396484375
  z: 0.07623720703125
rotation: 
  x: 0.4032510579476112
  y: 0.8238383708841903
  z: 0.1375912631870899
  w: 0.3738282589874615","translation: 
  x: -0.1966763671875
  y: -0.05034111328125
  z: 0.085278515625
rotation: 
  x: 0.4231327223910089
  y: 0.34072805198883604
  z: 0.5004099910792688
  w: 0.6741312443863677","translation: 
  x: -0.2286
  y: -0.10257978515625
  z: 0.07266533203125
rotation: 
  x: 0.35133853438370766
  y: -0.18580168496594965
  z: 0.40993564922185216
  w: 0.8209699943469194"
0,0.141235352,20250509171550941,None,-4,-4,6,3,-7,-3,5,-3,1746825350940854310,"translation: 
  x: -0.2158751953125
  y: -0.0006697265625
  z: 0.06686103515625
rotation: 
  x: -0.05945379235845155
  y: 0.27431760047113063
  z: 0.8660476447450827
  w: 0.4137349123260622","translation: 
  x: -0.20448984375
  y: -0.01886396484375
  z: 0.0765720703125
rotation: 
  x: 0.4050691575675982
  y: 0.8221023830802308
  z: 0.13966218090938287
  w: 0.3749148230530724","translation: 
  x: -0.1966763671875
  y: -0.050452734375
  z: 0.0855017578125
rotation: 
  x: 0.42352443550153995
  y: 0.3383067773925533
  z: 0.5011726168157458
  w: 0.6745380530833119","translation: 
  x: -0.2286
  y: -0.10257978515625
  z: 0.072776953125
rotation: 
  x: 0.35106061524983717
  y: -0.1867603412142736
  z: 0.40989622601145803
  w: 0.820891042265353"
0,0.141407252,20250509171550941,None,-2,-3,-3,0,8,5,7,0,1746825350941048383,"translation: 
  x: -0.2158751953125
  y: -0.0006697265625
  z: 0.06686103515625
rotation: 
  x: -0.05945379235845155
  y: 0.27431760047113063
  z: 0.8660476447450827
  w: 0.4137349123260622","translation: 
  x: -0.20448984375
  y: -0.01886396484375
  z: 0.0765720703125
rotation: 
  x: 0.4050691575675982
  y: 0.8221023830802308
  z: 0.13966218090938287
  w: 0.3749148230530724","translation: 
  x: -0.1966763671875
  y: -0.050452734375
  z: 0.0855017578125
rotation: 
  x: 0.42352443550153995
  y: 0.3383067773925533
  z: 0.5011726168157458
  w: 0.6745380530833119","translation: 
  x: -0.2286
  y: -0.10257978515625
  z: 0.072776953125
rotation: 
  x: 0.35106061524983717
  y: -0.1867603412142736
  z: 0.40989622601145803
  w: 0.820891042265353"
0,0.149219752,20250509171550949,None,-5,5,-1,-6,0,4,-5,2,1746825350948553323,"translation: 
  x: -0.2158751953125
  y: -0.0006697265625
  z: 0.06686103515625
rotation: 
  x: -0.05945379235845155
  y: 0.27431760047113063
  z: 0.8660476447450827
  w: 0.4137349123260622","translation: 
  x: -0.20448984375
  y: -0.01886396484375
  z: 0.0765720703125
rotation: 
  x: 0.4050691575675982
  y: 0.8221023830802308
  z: 0.13966218090938287
  w: 0.3749148230530724","translation: 
  x: -0.1966763671875
  y: -0.050452734375
  z: 0.0855017578125
rotation: 
  x: 0.42352443550153995
  y: 0.3383067773925533
  z: 0.5011726168157458
  w: 0.6745380530833119","translation: 
  x: -0.2286
  y: -0.10257978515625
  z: 0.072776953125
rotation: 
  x: 0.35106061524983717
  y: -0.1867603412142736
  z: 0.40989622601145803
  w: 0.820891042265353"
0,0.149466515,20250509171550949,None,-6,-6,-2,-3,-3,3,4,-8,1746825350948753118,"translation: 
  x: -0.2158751953125
  y: -0.0006697265625
  z: 0.06686103515625
rotation: 
  x: -0.05945379235845155
  y: 0.27431760047113063
  z: 0.8660476447450827
  w: 0.4137349123260622","translation: 
  x: -0.20448984375
  y: -0.01886396484375
  z: 0.0765720703125
rotation: 
  x: 0.4050691575675982
  y: 0.8221023830802308
  z: 0.13966218090938287
  w: 0.3749148230530724","translation: 
  x: -0.1966763671875
  y: -0.050452734375
  z: 0.0855017578125
rotation: 
  x: 0.42352443550153995
  y: 0.3383067773925533
  z: 0.5011726168157458
  w: 0.6745380530833119","translation: 
  x: -0.2286
  y: -0.10257978515625
  z: 0.072776953125
rotation: 
  x: 0.35106061524983717
  y: -0.1867603412142736
  z: 0.40989622601145803
  w: 0.820891042265353"
0,0.164412737,20250509171550964,None,4,8,4,0,-2,0,0,2,1746825350963509559,"translation: 
  x: -0.21576357421875
  y: -0.00055810546875
  z: 0.0671958984375
rotation: 
  x: -0.05958143186422635
  y: 0.27251179491998606
  z: 0.8660063446986834
  w: 0.4149944403821831","translation: 
  x: -0.20437822265625
  y: -0.01886396484375
  z: 0.07690693359375
rotation: 
  x: 0.4058256011194872
  y: 0.8209300065967005
  z: 0.1410134083312298
  w: 0.37615784508096883","translation: 
  x: -0.19678798828125
  y: -0.050452734375
  z: 0.085725
rotation: 
  x: 0.4232735522786557
  y: 0.3364701211652654
  z: 0.5021413673268275
  w: 0.6748936247465847","translation: 
  x: -0.2286
  y: -0.10257978515625
  z: 0.072776953125
rotation: 
  x: 0.35071852813640236
  y: -0.18762769848438926
  z: 0.4099244056672604
  w: 0.8208254031288443"
0,0.164679766,20250509171550964,None,-5,0,5,5,7,2,1,-1,1746825350963850259,"translation: 
  x: -0.21576357421875
  y: -0.00055810546875
  z: 0.0671958984375
rotation: 
  x: -0.05958143186422635
  y: 0.27251179491998606
  z: 0.8660063446986834
  w: 0.4149944403821831","translation: 
  x: -0.20437822265625
  y: -0.01886396484375
  z: 0.07690693359375
rotation: 
  x: 0.4058256011194872
  y: 0.8209300065967005
  z: 0.1410134083312298
  w: 0.37615784508096883","translation: 
  x: -0.19678798828125
  y: -0.050452734375
  z: 0.085725
rotation: 
  x: 0.4232735522786557
  y: 0.3364701211652654
  z: 0.5021413673268275
  w: 0.6748936247465847","translation: 
  x: -0.2286
  y: -0.10257978515625
  z: 0.072776953125
rotation: 
  x: 0.35071852813640236
  y: -0.18762769848438926
  z: 0.4099244056672604
  w: 0.8208254031288443"
0,0.171530962,20250509171550971,None,3,-3,-3,0,-5,-2,2,-2,1746825350971103668,"translation: 
  x: -0.21576357421875
  y: -0.00055810546875
  z: 0.067419140625
rotation: 
  x: -0.060923778449105834
  y: 0.2712878471220705
  z: 0.8662408979887897
  w: 0.4151119172884967","translation: 
  x: -0.20448984375
  y: -0.01886396484375
  z: 0.07713017578125
rotation: 
  x: 0.4055415394858847
  y: 0.8203609709046191
  z: 0.1419761620776893
  w: 0.37734163111103836","translation: 
  x: -0.196899609375
  y: -0.05034111328125
  z: 0.08605986328125
rotation: 
  x: 0.42240703872781465
  y: 0.3352398058805141
  z: 0.5032259576982808
  w: 0.6752408471686541","translation: 
  x: -0.2286
  y: -0.10257978515625
  z: 0.07288857421875
rotation: 
  x: 0.35025145262304785
  y: -0.1884936364064085
  z: 0.4100713242805221
  w: 0.820753055414692"
0,0.171696902,20250509171550971,None,1,2,-8,0,-10,-2,-2,2,1746825350971295833,"translation: 
  x: -0.21576357421875
  y: -0.00055810546875
  z: 0.067419140625
rotation: 
  x: -0.060923778449105834
  y: 0.2712878471220705
  z: 0.8662408979887897
  w: 0.4151119172884967","translation: 
  x: -0.20448984375
  y: -0.01886396484375
  z: 0.07713017578125
rotation: 
  x: 0.4055415394858847
  y: 0.8203609709046191
  z: 0.1419761620776893
  w: 0.37734163111103836","translation: 
  x: -0.196899609375
  y: -0.05034111328125
  z: 0.08605986328125
rotation: 
  x: 0.42240703872781465
  y: 0.3352398058805141
  z: 0.5032259576982808
  w: 0.6752408471686541","translation: 
  x: -0.2286
  y: -0.10257978515625
  z: 0.07288857421875
rotation: 
  x: 0.35025145262304785
  y: -0.1884936364064085
  z: 0.4100713242805221
  w: 0.820753055414692"
0,0.178992749,20250509171550979,None,-3,-3,-5,-5,2,-3,0,-6,1746825350978330135,"translation: 
  x: -0.2158751953125
  y: -0.00055810546875
  z: 0.067419140625
rotation: 
  x: -0.062017737941885955
  y: 0.2709003159311909
  z: 0.8664170987668596
  w: 0.4148351841073396","translation: 
  x: -0.20460146484375
  y: -0.01875234375
  z: 0.07735341796875
rotation: 
  x: 0.4046792260639148
  y: 0.8201010680836741
  z: 0.1427058869588888
  w: 0.3785551372622021","translation: 
  x: -0.19701123046875
  y: -0.05034111328125
  z: 0.086171484375
rotation: 
  x: 0.42095951063373815
  y: 0.3342770127944243
  z: 0.504711895870033
  w: 0.6755130430210189","translation: 
  x: -0.2286
  y: -0.1024681640625
  z: 0.0730001953125
rotation: 
  x: 0.34974893088632686
  y: -0.18934052069971832
  z: 0.4104209094728904
  w: 0.8205976661144464"
